0,3.03999938964844
1,3.03999938964844
2,2.9799991607666
3,2.91999893188477
4,2.87999877929688
5,2.87999877929688
6,2.81999969482422
7,2.75000076293945
8,2.69000072479248
9,2.62000064849853
10,2.50000019073486
11,2.44000015258789
12,2.4
13,2.27999954223633
14,2.20999927520752
15,2.07999954223633
16,2.01000003814697
17,1.92000064849854
18,1.84000091552734
19,1.75000057220459
20,1.70000038146973
21,1.67000026702881
22,1.65000019073486
23,1.65000019073486
24,1.65000019073486
25,1.63000011444092
26,1.63000011444092
27,1.61000003814697
28,1.57999992370606
29,1.51999969482422
30,1.43999938964844
31,1.33999919891357
32,1.22999954223633
33,1.13000049591064
34,1.06000099182129
35,0.940000534057617
36,0.880000305175781
37,0.850000190734863
38,0.789999961853027
39,0.719999694824219
40,0.599999237060547
41,0.539999008178711
42,0.509999084472656
43,0.419999694824219
