NodeLabel,PHILSM
8201,-0.11724141985178
8202,-0.0861853435635567
8203,-0.0633390545845032
8204,-0.0105673028156161
8205,0.0254309866577387
8206,0.0544767044484615
8207,0.137002825737
8208,0.143730163574219
8232,-0.158937841653824
8233,-0.127881750464439
8234,-0.110250160098076
8235,-0.0487777590751648
8236,-0.00627345265820622
8237,0.0227722655981779
46,-0.0707105994224548
47,9.99999997475243e-07
48,0.070710800588131
8265,-0.111182421445847
8266,-0.0782000496983528
8267,-0.0374379605054855
8268,0.00543018244206905
8269,0.049682728946209
8270,0.0941141396760941
8297,-0.084130585193634
8298,-0.0456598252058029
8299,-0.000158313981955871
8300,0.044094230979681
8301,0.088663712143898
118,0.070710800588131
119,9.99999997475243e-07
120,-0.0707105994224548
8329,-0.173205435276031
8330,-0.170391023159027
8331,-0.0977124869823456
8332,0.0695084631443024
8333,0.163239136338234
8360,-0.152482032775879
8361,-0.0945690348744392
8362,-0.0157604366540909
8363,0.0703597292304039
8364,0.164090394973755
8391,-0.120827086269855
8392,-0.062914103269577
8393,0.0151690542697906
8394,0.101289220154285
8395,0.17320428788662
8421,-0.106083169579506
8422,-0.1060696169734
8423,-0.0462543703615665
8424,0.0233483649790287
8425,0.106193393468857
8426,0.173204213380814
8451,-0.0610361397266388
8452,-0.0809658989310265
8453,-0.0529631301760674
8454,-0.0133517757058144
8455,0.0508103109896183
8456,0.120030932128429
8457,0.17320428788662
8238,0.0600641816854477
8239,0.105154864490032
9605,0.0379783101379871
8481,-0.0691302195191383
8482,-0.0489218197762966
8483,-0.028091398999095
8484,-0.0163758508861065
8485,0.0112234028056264
8486,0.0753854885697365
8487,0.159388989210129
8512,-0.0603563860058784
8513,-0.0401479862630367
8514,-0.0166478864848614
8515,-0.00463328370824456
8516,0.0332015790045261
8517,0.106571219861507
8518,0.169872045516968
8543,-0.0551374852657318
8544,-0.0349290855228901
8545,-0.00668427394703031
8546,0.0144126238301396
8547,0.0522474870085716
8548,0.0959251821041107
8573,-0.173205405473709
8574,-0.173205405473709
8575,-0.168026030063629
8576,-0.0287811867892742
8577,0.0709968507289886
8578,0.148267075419426
8579,0.173204243183136
8604,-0.173205435276031
8605,-0.173205435276031
8606,-0.132482439279556
8607,-0.0394404791295528
8608,0.0164461974054575
8609,0.0836508423089981
8610,0.135552018880844
8611,0.17320442199707
8635,-0.173205435276031
8636,-0.173205435276031
8637,-0.173205584287643
8638,-0.122429102659225
8639,-0.0413784123957157
8640,0.02582623437047
8641,0.0805257111787796
8642,0.157079517841339
8668,-0.17320542037487
8669,-0.17320542037487
8670,-0.0603697076439857
8671,0.00119588861707598
8672,0.0383348390460014
8673,0.0834255218505859
8674,0.132538199424744
8700,-0.128072440624237
8701,-0.0920741483569145
8702,-0.0375323705375195
8703,-0.00024045335885603
8704,0.0448502264916897
8705,0.09370968490839
8732,-0.0955970510840416
8733,-0.0527289062738419
8734,-0.00847636070102453
8735,0.0359550528228283
8736,0.0887259319424629
8763,-0.101185545325279
8764,-0.0583174042403698
8765,-0.0140648568049073
8766,0.0305046234279871
8767,0.080386757850647
8796,-0.12817008793354
8797,-0.0420499183237553
8798,0.051680751144886
8799,0.148964464664459
8826,-0.17320428788662
8827,-0.129778683185577
8828,-0.0411986485123634
8829,0.0525320209562778
8830,0.149815738201141
8857,-0.17320428788662
8858,-0.0986101031303406
8859,-0.00984712969511747
8860,0.0820572301745415
8861,0.173205584287643
8888,-0.169443681836128
8889,-0.085680715739727
8890,-0.00494295405223966
8891,0.0868372470140457
8892,0.173205509781837
8918,-0.141428723931313
8919,-0.121878087520599
8920,-0.0601320639252663
8921,0.00889457948505878
8922,0.100674778223038
8923,0.173205584287643
8949,-0.109644949436188
8950,-0.0739500448107719
8951,-0.0288207121193409
8952,0.0344801135361195
8953,0.112380750477314
8954,0.173205584287643
8979,-0.139353170990944
8980,-0.118256270885468
8981,-0.0225809309631586
8982,0.00236502150073647
8983,0.0656658485531807
8984,0.135139435529709
8985,0.173205584287643
9010,-0.17320442199707
9011,-0.0992103591561317
9012,-0.0106377815827727
9013,0.0330399125814438
9014,0.0658890828490257
9015,0.1209721788764
838,-0.0707105994224548
839,9.99999997475243e-07
840,0.070710800588131
9041,-0.173204392194748
9042,-0.102814629673958
9043,-0.0255443956702948
9044,0.0522897690534592
9045,0.104313798248768
9046,0.165454357862473
869,-0.0707105994224548
870,9.99999997475243e-07
871,0.070710800588131
9072,-0.17320442199707
9073,-0.142067864537239
9074,-0.0498342923820019
9075,0.00206687836907804
9076,0.0786206871271133
9077,0.144579917192459
9078,0.173205584287643
900,-0.0707105994224548
901,9.99999997475243e-07
902,0.070710800588131
9103,-0.17320442199707
9104,-0.17320442199707
9105,-0.0946077108383179
9106,-0.0399082377552986
9107,0.0366455763578415
9108,0.122813105583191
9109,0.173205569386482
931,-0.0707105994224548
932,9.99999997475243e-07
933,0.070710800588131
9135,-0.173204272985458
9136,-0.112422607839108
9137,-0.0677128806710243
9138,0.0248623583465815
9139,0.073721818625927
9140,0.118707880377769
962,-0.0707105994224548
963,9.99999997475243e-07
964,0.070710800588131
9166,-0.173204272985458
9167,-0.151150867342949
9168,-0.113906443119049
9169,-0.0139661533758044
9170,0.0348933078348637
9171,0.118418745696545
993,-0.0707105994224548
994,9.99999997475243e-07
995,0.070710800588131
9199,-0.0686531662940979
9200,-0.0170906782150269
9201,0.0299095530062914
9202,0.119288325309753
1024,-0.0707105994224548
1025,9.99999997475243e-07
1026,0.070710800588131
9230,-0.0713690966367722
9231,-0.02679961360991
9232,0.023082522675395
9233,0.105105265974998
1055,-0.0707105994224548
1056,9.99999997475243e-07
1057,0.070710800588131
9262,-0.153191685676575
9263,-0.0594610124826431
9264,0.0378227047622204
9265,0.138327747583389
1086,-0.0707105994224548
1087,9.99999997475243e-07
1088,0.070710800588131
9293,-0.152340412139893
9294,-0.0586097426712513
9295,0.0386739745736122
9296,0.139179021120071
1117,-0.0707105994224548
1118,9.99999997475243e-07
1119,0.070710800588131
9324,-0.119043707847595
9325,-0.0452939942479134
9326,0.050841037184
9327,0.1547941416502
1148,-0.0707105994224548
1149,9.99999997475243e-07
1150,0.070710800588131
9354,-0.173205584287643
9355,-0.110225655138493
9356,-0.0326102115213871
9357,0.0615556687116623
9358,0.159390240907669
1179,-0.0707105994224548
1180,9.99999997475243e-07
1181,0.070710800588131
9385,-0.173205584287643
9386,-0.0941973105072975
9387,-0.0167566351592541
9388,0.0762786567211151
9389,0.170426249504089
1210,-0.0707105994224548
1211,9.99999997475243e-07
1212,0.070710800588131
11126,-0.17320428788662
9415,-0.173205435276031
9416,-0.133050084114075
9417,-0.0672509297728539
9418,-0.00505066802725196
2935,0.103601105511189
9420,0.173205435276031
11128,0.00164373789448291
2937,0.173205569386482
1241,-0.0707105994224548
1242,9.99999997475243e-07
1243,0.070710800588131
9446,-0.150484055280685
9447,-0.116173677146435
9448,-0.0373750701546669
9449,0.0177080240100622
9450,0.110623523592949
9451,0.173205435276031
1272,-0.0707105994224548
1273,9.99999997475243e-07
1274,0.070710800588131
9477,-0.132528424263
9478,-0.0750880092382431
9479,-0.0371518321335316
