time,temperature value,current value
0.001,120.0,0.0
0.0014999444,119.0,0.0
0.0019998889,119.0,1.0
0.0024998333,120.0,5.0
0.0029997778,119.0,7.0
0.0034997222,120.0,12.0
0.0039996666,120.0,26.0
0.0044996111,119.0,26.0
0.0049995555,120.0,34.0
0.0054994999,120.0,34.0
0.0059994444,119.0,43.0
0.0064993888,120.0,55.0
0.0069993333,119.0,58.0
0.0074992777,120.0,67.0
0.0079992221,120.0,74.0
0.0084991666,120.0,82.0
0.008999111,122.0,88.0
0.0094990555,122.0,97.0
0.0099989999,120.0,105.0
0.0104989443,122.0,106.0
0.0109988888,122.0,115.0
0.0114988332,120.0,123.0
0.0119987776,120.0,132.0
0.0124987221,120.0,140.0
0.0129986665,120.0,149.0
0.013498611,120.0,161.0
0.0139985554,119.0,173.0
0.0144984998,120.0,182.0
0.0149984443,120.0,194.0
0.0154983887,119.0,207.0
0.0159983331,122.0,217.0
0.0164982776,122.0,228.0
0.016998222,119.0,243.0
0.0174981665,122.0,255.0
0.0179981109,122.0,269.0
0.0184980553,120.0,283.0
0.0189979998,122.0,288.0
0.0194979442,122.0,299.0
0.0199978887,119.0,302.0
0.0204978331,122.0,315.0
0.0209977775,120.0,326.0
0.021497722,120.0,330.0
0.0219976664,120.0,351.0
0.0224976108,120.0,375.0
0.0229975553,122.0,392.0
0.0234974997,122.0,408.0
0.0239974442,119.0,425.0
0.0244973886,122.0,428.0
0.024997333,124.0,439.0
0.0254972775,122.0,440.0
0.0259972219,124.0,441.0
0.0264971664,124.0,455.0
0.0269971108,122.0,464.0
0.0274970552,124.0,468.0
0.0279969997,124.0,468.0
0.0284969441,120.0,481.0
0.0289968885,122.0,484.0
0.029496833,122.0,495.0
0.0299967774,122.0,503.0
0.0304967219,122.0,516.0
0.0309966663,120.0,528.0
0.0314966107,124.0,541.0
0.0319965552,124.0,555.0
0.0324964996,122.0,559.0
0.032996444,124.0,578.0
0.0334963885,124.0,594.0
0.0339963329,122.0,609.0
0.0344962774,124.0,623.0
0.0349962218,124.0,628.0
0.0354961662,120.0,629.0
0.0359961107,124.0,638.0
0.0364960551,122.0,649.0
0.0369959996,122.0,651.0
0.037495944,124.0,661.0
0.0379958884,122.0,673.0
0.0384958329,122.0,682.0
0.0389957773,124.0,706.0
0.0394957217,120.0,720.0
0.0399956662,124.0,724.0
0.0404956106,124.0,731.0
0.0409955551,122.0,742.0
0.0414954995,124.0,753.0
0.0419954439,124.0,768.0
0.0424953884,122.0,765.0
0.0429953328,126.0,783.0
0.0434952773,124.0,805.0
0.0439952217,122.0,811.0
0.0444951661,126.0,825.0
0.0449951106,124.0,823.0
0.045495055,124.0,830.0
0.0459949994,126.0,839.0
0.0464949439,124.0,841.0
0.0469948883,126.0,839.0
0.0474948328,126.0,837.0
0.0479947772,126.0,843.0
0.0484947216,126.0,852.0
0.0489946661,126.0,852.0
0.0494946105,124.0,848.0
0.049994555,128.0,846.0
0.0504944994,126.0,850.0
0.0509944438,126.0,858.0
0.0514943883,128.0,859.0
0.0519943327,126.0,859.0
0.0524942771,126.0,870.0
0.0529942216,128.0,894.0
0.053494166,126.0,917.0
0.0539941105,128.0,926.0
0.0544940549,128.0,938.0
0.0549939993,128.0,937.0
0.0554939438,128.0,923.0
0.0559938882,128.0,925.0
0.0564938326,128.0,931.0
0.0569937771,128.0,935.0
0.0574937215,128.0,945.0
0.057993666,128.0,944.0
0.0584936104,129.0,947.0
0.0589935548,128.0,947.0
0.0594934993,128.0,931.0
0.0599934437,129.0,935.0
0.0604933882,128.0,942.0
0.0609933326,128.0,944.0
0.061493277,129.0,956.0
0.0619932215,129.0,958.0
0.0624931659,129.0,979.0
0.0629931103,129.0,1012.0
0.0634930548,129.0,1030.0
0.0639929992,129.0,1050.0
0.0644929437,129.0,1063.0
0.0649928881,129.0,1058.0
0.0654928325,133.0,1062.0
0.065992777,131.0,1058.0
0.0664927214,131.0,1049.0
0.0669926659,133.0,1054.0
0.0674926103,131.0,1040.0
0.0679925547,131.0,1029.0
0.0684924992,133.0,1034.0
0.0689924436,133.0,1021.0
0.069492388,133.0,1008.0
0.0699923325,135.0,1013.0
0.0704922769,135.0,1000.0
0.0709922214,135.0,991.0
0.0714921658,135.0,986.0
0.0719921102,135.0,978.0
0.0724920547,135.0,1000.0
0.0729919991,135.0,1027.0
0.0734919435,135.0,1044.0
0.073991888,136.0,1066.0
0.0744918324,135.0,1066.0
0.0749917769,135.0,1062.0
0.0754917213,138.0,1055.0
0.0759916657,135.0,1047.0
0.0764916102,136.0,1049.0
0.0769915546,138.0,1054.0
0.0774914991,136.0,1049.0
0.0779914435,138.0,1047.0
0.0784913879,138.0,1044.0
0.0789913324,138.0,1028.0
0.0794912768,138.0,1027.0
0.0799912212,138.0,1023.0
0.0804911657,138.0,1007.0
0.0809911101,140.0,1005.0
0.0814910546,140.0,1010.0
0.081990999,140.0,1008.0
0.0824909434,144.0,1020.0
0.0829908879,140.0,1044.0
0.0834908323,140.0,1053.0
0.0839907768,144.0,1073.0
0.0844907212,142.0,1078.0
0.0849906656,144.0,1069.0
0.0854906101,144.0,1064.0
0.0859905545,144.0,1046.0
0.0864904989,145.0,1032.0
0.0869904434,145.0,1029.0
0.0874903878,145.0,1013.0
0.0879903323,147.0,1004.0
0.0884902767,145.0,999.0
0.0889902211,145.0,982.0
0.0894901656,149.0,982.0
0.08999011,147.0,979.0
0.0904900545,147.0,960.0
0.0909899989,149.0,960.0
0.0914899433,147.0,959.0
0.0919898878,147.0,950.0
0.0924898322,149.0,968.0
0.0929897766,145.0,994.0
0.0934897211,147.0,1005.0
0.0939896655,149.0,1022.0
0.09448961,147.0,1037.0
0.0949895544,149.0,1034.0
0.0954894988,151.0,1039.0
0.0959894433,151.0,1032.0
0.0964893877,152.0,1014.0
0.0969893321,152.0,1014.0
0.0974892766,152.0,1009.0
0.097989221,156.0,993.0
0.0984891655,154.0,985.0
0.0989891099,154.0,970.0
0.0994890543,158.0,952.0
0.0999889988,156.0,943.0
0.1004889432,156.0,930.0
0.1009888877,156.0,903.0
0.1014888321,158.0,892.0
0.1019887765,158.0,893.0
0.102488721,158.0,891.0
0.1029886654,158.0,910.0
0.1034886098,161.0,930.0
0.1039885543,159.0,934.0
0.1044884987,161.0,935.0
0.1049884432,165.0,933.0
0.1054883876,161.0,907.0
0.105988332,163.0,898.0
0.1064882765,165.0,895.0
0.1069882209,165.0,879.0
0.1074881654,165.0,872.0
0.1079881098,165.0,860.0
0.1084880542,165.0,836.0
0.1089879987,166.0,826.0
0.1094879431,166.0,821.0
0.1099878875,166.0,805.0
0.110487832,166.0,808.0
0.1109877764,168.0,807.0
0.1114877209,166.0,793.0
0.1119876653,166.0,792.0
0.1124876097,168.0,804.0
0.1129875542,165.0,821.0
0.1134874986,166.0,826.0
0.113987443,161.0,844.0
0.1144873875,163.0,868.0
0.1149873319,170.0,879.0
0.1154872764,166.0,885.0
0.1159872208,168.0,893.0
0.1164871652,173.0,889.0
0.1169871097,171.0,885.0
0.1174870541,173.0,873.0
0.1179869986,177.0,855.0
0.118486943,175.0,847.0
0.1189868874,178.0,833.0
0.1194868319,178.0,800.0
0.1199867763,178.0,773.0
0.1204867207,180.0,757.0
0.1209866652,180.0,726.0
0.1214866096,182.0,698.0
0.1219865541,182.0,685.0
0.1224864985,182.0,666.0
0.1229864429,183.0,663.0
0.1234863874,183.0,675.0
0.1239863318,182.0,677.0
0.1244862763,185.0,668.0
0.1249862207,185.0,667.0
0.1254861651,185.0,654.0
0.1259861096,189.0,640.0
0.126486054,187.0,638.0
0.1269859984,189.0,626.0
0.1274859429,189.0,601.0
0.1279858873,189.0,597.0
0.1284858318,190.0,597.0
0.1289857762,192.0,576.0
0.1294857206,190.0,562.0
0.1299856651,192.0,557.0
0.1304856095,192.0,545.0
0.130985554,190.0,543.0
0.1314854984,192.0,540.0
0.1319854428,194.0,531.0
0.1324853873,194.0,529.0
0.1329853317,194.0,535.0
0.1334852761,195.0,528.0
0.1339852206,194.0,524.0
0.134485165,197.0,537.0
0.1349851095,195.0,536.0
0.1354850539,195.0,529.0
0.1359849983,199.0,525.0
0.1364849428,197.0,523.0
0.1369848872,200.0,512.0
0.1374848316,202.0,499.0
0.1379847761,199.0,496.0
0.1384847205,202.0,484.0
0.138984665,202.0,472.0
0.1394846094,202.0,472.0
0.1399845538,204.0,461.0
0.1404844983,204.0,450.0
0.1409844427,206.0,438.0
0.1414843872,207.0,425.0
0.1419843316,206.0,414.0
0.142484276,209.0,403.0
0.1429842205,209.0,392.0
0.1434841649,207.0,376.0
0.1439841093,211.0,378.0
0.1444840538,211.0,378.0
0.1449839982,209.0,360.0
0.1454839427,211.0,358.0
0.1459838871,211.0,354.0
0.1464838315,212.0,336.0
0.146983776,212.0,333.0
0.1474837204,212.0,332.0
0.1479836649,216.0,322.0
0.1484836093,216.0,314.0
0.1489835537,216.0,304.0
0.1494834982,217.0,298.0
0.1499834426,217.0,288.0
0.150483387,216.0,278.0
0.1509833315,219.0,277.0
0.1514832759,219.0,267.0
0.1519832204,217.0,257.0
0.1524831648,219.0,255.0
0.1529831092,219.0,246.0
0.1534830537,219.0,247.0
0.1539829981,221.0,255.0
0.1544829425,221.0,248.0
0.154982887,224.0,238.0
0.1554828314,224.0,240.0
0.1559827759,222.0,216.0
0.1564827203,226.0,222.0
0.1569826647,226.0,217.0
0.1574826092,224.0,205.0
0.1579825536,226.0,194.0
0.1584824981,226.0,191.0
0.1589824425,226.0,183.0
0.1594823869,226.0,174.0
0.1599823314,227.0,165.0
0.1604822758,227.0,163.0
0.1609822202,227.0,171.0
0.1614821647,227.0,162.0
0.1619821091,231.0,162.0
0.1624820536,231.0,168.0
0.162981998,231.0,160.0
0.1634819424,232.0,162.0
0.1639818869,232.0,161.0
0.1644818313,231.0,146.0
0.1649817758,234.0,140.0
0.1654817202,234.0,136.0
0.1659816646,234.0,126.0
0.1664816091,234.0,116.0
0.1669815535,234.0,116.0
0.1674814979,236.0,115.0
0.1679814424,236.0,104.0
0.1684813868,236.0,107.0
0.1689813313,237.0,107.0
0.1694812757,239.0,98.0
0.1699812201,237.0,88.0
0.1704811646,239.0,92.0
0.170981109,240.0,86.0
0.1714810535,240.0,81.0
0.1719809979,240.0,80.0
0.1724809423,242.0,69.0
0.1729808868,240.0,65.0
0.1734808312,240.0,65.0
0.1739807756,240.0,62.0
0.1744807201,240.0,61.0
0.1749806645,242.0,61.0
0.175480609,242.0,61.0
0.1759805534,244.0,61.0
0.1764804978,244.0,52.0
