time,temperature value,current value
0.001,91.0,4.0
0.0014999444,89.0,1.0
0.0019998889,89.0,4.0
0.0024998333,89.0,8.0
0.0029997778,89.0,7.0
0.0034997222,89.0,14.0
0.0039996666,91.0,25.0
0.0044996111,91.0,36.0
0.0049995555,91.0,37.0
0.0054994999,89.0,48.0
0.0059994444,91.0,68.0
0.0064993888,91.0,80.0
0.0069993333,89.0,76.0
0.0074992777,91.0,83.0
0.0079992221,91.0,94.0
0.0084991666,89.0,103.0
0.008999111,91.0,122.0
0.0094990555,91.0,134.0
0.0099989999,89.0,145.0
0.0104989443,93.0,154.0
0.0109988888,93.0,163.0
0.0114988332,91.0,174.0
0.0119987776,93.0,188.0
0.0124987221,93.0,193.0
0.0129986665,91.0,200.0
0.013498611,93.0,212.0
0.0139985554,93.0,223.0
0.0144984998,91.0,222.0
0.0149984443,93.0,225.0
0.0154983887,91.0,236.0
0.0159983331,93.0,246.0
0.0164982776,93.0,258.0
0.016998222,93.0,270.0
0.0174981665,95.0,286.0
0.0179981109,95.0,299.0
0.0184980553,93.0,303.0
0.0189979998,95.0,314.0
0.0194979442,96.0,327.0
0.0199978887,93.0,339.0
0.0204978331,95.0,355.0
0.0209977775,95.0,359.0
0.021497722,93.0,361.0
0.0219976664,95.0,374.0
0.0224976108,95.0,391.0
0.0229975553,95.0,401.0
0.0234974997,95.0,416.0
0.0239974442,93.0,433.0
0.0244973886,96.0,446.0
0.024997333,95.0,450.0
0.0254972775,95.0,462.0
0.0259972219,98.0,475.0
0.0264971664,96.0,477.0
0.0269971108,95.0,480.0
0.0274970552,96.0,489.0
0.0279969997,96.0,502.0
0.0284969441,95.0,512.0
0.0289968885,96.0,529.0
0.029496833,96.0,541.0
0.0299967774,95.0,555.0
0.0304967219,96.0,570.0
0.0309966663,96.0,582.0
0.0314966107,96.0,598.0
0.0319965552,96.0,614.0
0.0324964996,96.0,634.0
0.032996444,98.0,653.0
0.0334963885,98.0,649.0
0.0339963329,98.0,647.0
0.0344962774,100.0,657.0
0.0349962218,100.0,666.0
0.0354961662,98.0,670.0
0.0359961107,100.0,670.0
0.0364960551,100.0,669.0
0.0369959996,98.0,669.0
0.037495944,100.0,681.0
0.0379958884,100.0,669.0
0.0384958329,98.0,668.0
0.0389957773,100.0,675.0
0.0394957217,98.0,684.0
0.0399956662,100.0,693.0
0.0404956106,100.0,705.0
0.0409955551,102.0,718.0
0.0414954995,102.0,734.0
0.0419954439,102.0,756.0
0.0424953884,100.0,758.0
0.0429953328,102.0,763.0
0.0434952773,102.0,776.0
0.0439952217,100.0,788.0
0.0444951661,104.0,801.0
0.0449951106,102.0,800.0
0.045495055,102.0,799.0
0.0459949994,104.0,798.0
0.0464949439,102.0,794.0
0.0469948883,102.0,791.0
0.0474948328,104.0,799.0
0.0479947772,102.0,810.0
0.0484947216,104.0,818.0
0.0489946661,104.0,829.0
0.0494946105,104.0,818.0
0.049994555,104.0,817.0
0.0504944994,104.0,822.0
0.0509944438,104.0,831.0
0.0514943883,106.0,848.0
0.0519943327,106.0,862.0
0.0524942771,104.0,876.0
0.0529942216,107.0,886.0
0.053494166,106.0,902.0
0.0539941105,106.0,911.0
0.0544940549,107.0,911.0
0.0549939993,106.0,907.0
0.0554939438,107.0,905.0
0.0559938882,109.0,910.0
0.0564938326,107.0,910.0
0.0569937771,109.0,907.0
0.0574937215,109.0,915.0
0.057993666,107.0,902.0
0.0584936104,109.0,896.0
0.0589935548,109.0,902.0
0.0594934993,109.0,908.0
0.0599934437,111.0,906.0
0.0604933882,109.0,894.0
0.0609933326,109.0,899.0
0.061493277,113.0,913.0
0.0619932215,109.0,931.0
0.0624931659,113.0,950.0
0.0629931103,113.0,962.0
0.0634930548,113.0,963.0
0.0639929992,113.0,962.0
0.0644929437,113.0,958.0
0.0649928881,113.0,954.0
0.0654928325,115.0,952.0
0.065992777,115.0,949.0
0.0664927214,113.0,931.0
0.0669926659,115.0,921.0
0.0674926103,115.0,927.0
0.0679925547,113.0,924.0
0.0684924992,117.0,930.0
0.0689924436,115.0,931.0
0.069492388,117.0,923.0
0.0699923325,117.0,929.0
0.0704922769,117.0,917.0
0.0709922214,118.0,912.0
0.0714921658,118.0,926.0
0.0719921102,118.0,943.0
0.0724920547,118.0,961.0
0.0729919991,118.0,975.0
0.0734919435,118.0,982.0
0.073991888,122.0,979.0
0.0744918324,120.0,965.0
0.0749917769,120.0,954.0
0.0754917213,124.0,960.0
0.0759916657,122.0,958.0
0.0764916102,122.0,953.0
0.0769915546,124.0,941.0
0.0774914991,124.0,934.0
0.0779914435,124.0,931.0
0.0784913879,124.0,916.0
0.0789913324,124.0,907.0
0.0794912768,126.0,902.0
0.0799912212,126.0,896.0
0.0804911657,124.0,883.0
0.0809911101,127.0,869.0
0.0814910546,126.0,879.0
0.081990999,126.0,906.0
0.0824909434,129.0,924.0
0.0829908879,127.0,938.0
0.0834908323,127.0,945.0
0.0839907768,129.0,942.0
0.0844907212,129.0,942.0
0.0849906656,129.0,928.0
0.0854906101,129.0,918.0
0.0859905545,129.0,922.0
0.0864904989,131.0,918.0
0.0869904434,131.0,914.0
0.0874903878,131.0,901.0
0.0879903323,133.0,892.0
0.0884902767,133.0,900.0
0.0889902211,131.0,888.0
0.0894901656,135.0,880.0
0.08999011,133.0,876.0
0.0904900545,133.0,869.0
0.0909899989,135.0,869.0
