time,temperature value,current value
0.001,100.0,1.0
0.0014999444,100.0,3.0
0.0019998889,98.0,1.0
0.0024998333,98.0,8.0
0.0029997778,100.0,6.0
0.0034997222,100.0,13.0
0.0039996666,100.0,24.0
0.0044996111,100.0,37.0
0.0049995555,100.0,42.0
0.0054994999,98.0,49.0
0.0059994444,98.0,64.0
0.0064993888,100.0,70.0
0.0069993333,100.0,80.0
0.0074992777,100.0,89.0
0.0079992221,102.0,100.0
0.0084991666,102.0,122.0
0.008999111,100.0,123.0
0.0094990555,102.0,123.0
0.0099989999,102.0,132.0
0.0104989443,102.0,145.0
0.0109988888,102.0,154.0
0.0114988332,102.0,156.0
0.0119987776,100.0,167.0
0.0124987221,100.0,181.0
0.0129986665,100.0,190.0
0.013498611,100.0,201.0
0.0139985554,102.0,219.0
0.0144984998,100.0,222.0
0.0149984443,102.0,239.0
0.0154983887,102.0,251.0
0.0159983331,100.0,264.0
0.0164982776,103.0,285.0
0.016998222,103.0,309.0
0.0174981665,100.0,311.0
0.0179981109,102.0,313.0
0.0184980553,102.0,323.0
0.0189979998,100.0,336.0
0.0194979442,102.0,350.0
0.0199978887,102.0,365.0
0.0204978331,102.0,374.0
0.0209977775,102.0,386.0
0.021497722,100.0,399.0
0.0219976664,103.0,409.0
0.0224976108,102.0,424.0
0.0229975553,100.0,437.0
0.0234974997,103.0,451.0
0.0239974442,103.0,463.0
0.0244973886,102.0,477.0
0.024997333,103.0,489.0
0.0254972775,103.0,492.0
0.0259972219,100.0,493.0
0.0264971664,102.0,515.0
0.0269971108,102.0,527.0
0.0274970552,102.0,533.0
0.0279969997,102.0,535.0
0.0284969441,102.0,552.0
0.0289968885,103.0,566.0
0.029496833,103.0,578.0
0.0299967774,102.0,592.0
0.0304967219,105.0,602.0
0.0309966663,105.0,614.0
0.0314966107,103.0,627.0
0.0319965552,105.0,640.0
0.0324964996,105.0,645.0
0.032996444,102.0,644.0
0.0334963885,105.0,644.0
0.0339963329,103.0,654.0
0.0344962774,103.0,665.0
0.0349962218,105.0,673.0
0.0354961662,102.0,676.0
0.0359961107,105.0,684.0
0.0364960551,105.0,707.0
0.0369959996,107.0,702.0
0.037495944,107.0,707.0
0.0379958884,105.0,724.0
0.0384958329,103.0,745.0
0.0389957773,107.0,759.0
0.0394957217,105.0,772.0
0.0399956662,103.0,777.0
0.0404956106,105.0,783.0
0.0409955551,105.0,796.0
0.0414954995,105.0,785.0
0.0419954439,105.0,791.0
0.0424953884,105.0,799.0
0.0429953328,107.0,818.0
0.0434952773,107.0,833.0
0.0439952217,107.0,824.0
0.0444951661,107.0,831.0
0.0449951106,107.0,839.0
0.045495055,105.0,839.0
0.0459949994,107.0,836.0
0.0464949439,107.0,841.0
0.0469948883,107.0,856.0
0.0474948328,109.0,868.0
0.0479947772,107.0,880.0
0.0484947216,107.0,895.0
0.0489946661,109.0,912.0
0.0494946105,107.0,920.0
0.049994555,109.0,920.0
0.0504944994,109.0,927.0
0.0509944438,109.0,936.0
0.0514943883,109.0,933.0
0.0519943327,111.0,930.0
0.0524942771,109.0,927.0
0.0529942216,111.0,935.0
0.053494166,111.0,935.0
0.0539941105,111.0,927.0
0.0544940549,113.0,933.0
0.0549939993,111.0,921.0
0.0554939438,111.0,914.0
0.0559938882,114.0,920.0
0.0564938326,111.0,918.0
0.0569937771,113.0,919.0
0.0574937215,113.0,933.0
0.057993666,113.0,957.0
0.0584936104,114.0,977.0
0.0589935548,113.0,984.0
0.0594934993,113.0,994.0
0.0599934437,114.0,992.0
0.0604933882,113.0,997.0
0.0609933326,114.0,994.0
0.061493277,116.0,989.0
0.0619932215,114.0,994.0
0.0624931659,116.0,990.0
0.0629931103,118.0,984.0
0.0634930548,116.0,981.0
0.0639929992,118.0,985.0
