time,temperature value,current value
0.001,129.0,1.0
0.0014999444,129.0,1.0
0.0019998889,127.0,0.0
0.0024998333,129.0,4.0
0.0029997778,129.0,8.0
0.0034997222,129.0,13.0
0.0039996666,129.0,17.0
0.0044996111,129.0,25.0
0.0049995555,129.0,34.0
0.0054994999,127.0,35.0
0.0059994444,129.0,41.0
0.0064993888,129.0,44.0
0.0069993333,127.0,54.0
0.0074992777,129.0,66.0
0.0079992221,129.0,69.0
0.0084991666,129.0,76.0
0.008999111,131.0,82.0
0.0094990555,129.0,89.0
0.0099989999,127.0,95.0
0.0104989443,129.0,105.0
0.0109988888,129.0,112.0
0.0114988332,127.0,121.0
0.0119987776,129.0,130.0
0.0124987221,129.0,139.0
0.0129986665,127.0,147.0
0.013498611,129.0,160.0
0.0139985554,127.0,169.0
0.0144984998,129.0,188.0
0.0149984443,129.0,204.0
0.0154983887,127.0,222.0
0.0159983331,129.0,236.0
0.0164982776,131.0,248.0
0.016998222,127.0,263.0
0.0174981665,131.0,269.0
0.0179981109,131.0,281.0
0.0184980553,127.0,283.0
0.0189979998,129.0,299.0
0.0194979442,129.0,311.0
0.0199978887,127.0,315.0
0.0204978331,129.0,340.0
0.0209977775,129.0,353.0
0.021497722,129.0,360.0
0.0219976664,129.0,381.0
0.0224976108,127.0,398.0
0.0229975553,131.0,407.0
0.0234974997,129.0,427.0
0.0239974442,127.0,445.0
0.0244973886,131.0,459.0
0.024997333,129.0,475.0
0.0254972775,129.0,481.0
0.0259972219,131.0,485.0
0.0264971664,131.0,487.0
0.0269971108,127.0,497.0
0.0274970552,129.0,511.0
0.0279969997,129.0,523.0
0.0284969441,127.0,535.0
0.0289968885,129.0,549.0
0.029496833,129.0,560.0
0.0299967774,129.0,565.0
0.0304967219,129.0,575.0
0.0309966663,127.0,589.0
0.0314966107,131.0,611.0
0.0319965552,129.0,636.0
0.0324964996,129.0,644.0
0.032996444,131.0,653.0
0.0334963885,129.0,657.0
0.0339963329,129.0,657.0
0.0344962774,131.0,670.0
0.0349962218,129.0,680.0
0.0354961662,127.0,695.0
0.0359961107,131.0,713.0
0.0364960551,129.0,727.0
0.0369959996,129.0,738.0
0.037495944,131.0,739.0
0.0379958884,129.0,747.0
0.0384958329,131.0,759.0
0.0389957773,131.0,769.0
0.0394957217,131.0,782.0
0.0399956662,133.0,784.0
0.0404956106,131.0,783.0
0.0409955551,131.0,780.0
0.0414954995,133.0,778.0
0.0419954439,131.0,775.0
0.0424953884,129.0,773.0
0.0429953328,133.0,777.0
0.0434952773,131.0,788.0
0.0439952217,131.0,794.0
0.0444951661,133.0,810.0
0.0449951106,129.0,835.0
0.045495055,131.0,857.0
0.0459949994,131.0,875.0
0.0464949439,133.0,877.0
0.0469948883,133.0,886.0
0.0474948328,133.0,897.0
0.0479947772,131.0,893.0
0.0484947216,133.0,899.0
0.0489946661,133.0,911.0
0.0494946105,131.0,907.0
0.049994555,133.0,913.0
0.0504944994,131.0,913.0
0.0509944438,131.0,908.0
0.0514943883,135.0,916.0
0.0519943327,133.0,912.0
0.0524942771,133.0,915.0
0.0529942216,133.0,925.0
0.053494166,131.0,923.0
0.0539941105,135.0,936.0
0.0544940549,133.0,959.0
0.0549939993,135.0,987.0
0.0554939438,135.0,1007.0
0.0559938882,135.0,1004.0
0.0564938326,133.0,1009.0
0.0569937771,135.0,1019.0
0.0574937215,135.0,1016.0
0.057993666,135.0,1008.0
0.0584936104,136.0,1003.0
0.0589935548,135.0,998.0
0.0594934993,135.0,1001.0
0.0599934437,138.0,1010.0
0.0604933882,135.0,1008.0
0.0609933326,136.0,1000.0
0.061493277,136.0,993.0
0.0619932215,136.0,997.0
0.0624931659,138.0,1004.0
0.0629931103,136.0,990.0
