time,temperature value,current value
0.001,81.0,0.0
0.0014999444,79.0,0.0
0.0019998889,79.0,3.0
0.0024998333,79.0,8.0
0.0029997778,79.0,15.0
0.0034997222,79.0,17.0
0.0039996666,79.0,23.0
0.0044996111,81.0,42.0
0.0049995555,81.0,58.0
0.0054994999,81.0,62.0
0.0059994444,81.0,67.0
0.0064993888,81.0,88.0
0.0069993333,83.0,87.0
0.0074992777,81.0,89.0
0.0079992221,83.0,106.0
0.0084991666,83.0,108.0
0.008999111,81.0,108.0
0.0094990555,83.0,125.0
0.0099989999,83.0,135.0
0.0104989443,81.0,140.0
0.0109988888,83.0,141.0
0.0114988332,83.0,150.0
0.0119987776,83.0,170.0
0.0124987221,83.0,180.0
0.0129986665,83.0,194.0
0.013498611,85.0,204.0
0.0139985554,85.0,216.0
0.0144984998,85.0,219.0
0.0149984443,87.0,220.0
0.0154983887,87.0,233.0
0.0159983331,83.0,226.0
0.0164982776,87.0,244.0
0.016998222,85.0,257.0
0.0174981665,85.0,258.0
0.0179981109,87.0,259.0
0.0184980553,85.0,272.0
0.0189979998,85.0,283.0
0.0194979442,87.0,296.0
0.0199978887,85.0,310.0
0.0204978331,89.0,322.0
0.0209977775,87.0,336.0
0.021497722,85.0,341.0
0.0219976664,89.0,343.0
0.0224976108,89.0,354.0
0.0229975553,87.0,367.0
0.0234974997,89.0,378.0
0.0239974442,89.0,381.0
0.0244973886,87.0,383.0
0.024997333,87.0,393.0
0.0254972775,87.0,405.0
0.0259972219,89.0,417.0
0.0264971664,89.0,432.0
0.0269971108,87.0,436.0
0.0274970552,91.0,438.0
0.0279969997,89.0,451.0
0.0284969441,89.0,461.0
0.0289968885,93.0,473.0
0.029496833,93.0,487.0
0.0299967774,89.0,492.0
0.0304967219,91.0,497.0
0.0309966663,91.0,502.0
0.0314966107,89.0,504.0
0.0319965552,91.0,518.0
0.0324964996,91.0,528.0
0.032996444,91.0,541.0
0.0334963885,93.0,553.0
0.0339963329,91.0,556.0
0.0344962774,95.0,546.0
0.0349962218,95.0,555.0
0.0354961662,93.0,570.0
0.0359961107,95.0,569.0
0.0364960551,95.0,571.0
0.0369959996,93.0,568.0
0.037495944,95.0,570.0
0.0379958884,95.0,578.0
0.0384958329,93.0,579.0
0.0389957773,95.0,579.0
0.0394957217,93.0,589.0
0.0399956662,95.0,604.0
0.0404956106,95.0,622.0
0.0409955551,93.0,629.0
0.0414954995,96.0,647.0
0.0419954439,96.0,659.0
0.0424953884,96.0,672.0
0.0429953328,96.0,686.0
0.0434952773,98.0,700.0
0.0439952217,95.0,700.0
0.0444951661,98.0,699.0
0.0449951106,98.0,709.0
0.045495055,96.0,699.0
0.0459949994,98.0,695.0
0.0464949439,96.0,704.0
0.0469948883,98.0,714.0
0.0474948328,98.0,727.0
0.0479947772,96.0,728.0
0.0484947216,100.0,725.0
0.0489946661,100.0,733.0
0.0494946105,98.0,745.0
0.049994555,100.0,751.0
0.0504944994,100.0,759.0
0.0509944438,98.0,769.0
0.0514943883,100.0,788.0
0.0519943327,100.0,802.0
0.0524942771,100.0,802.0
0.0529942216,102.0,802.0
0.053494166,102.0,799.0
0.0539941105,102.0,797.0
0.0544940549,104.0,794.0
0.0549939993,104.0,802.0
0.0554939438,104.0,802.0
0.0559938882,104.0,789.0
0.0564938326,102.0,786.0
0.0569937771,104.0,784.0
0.0574937215,104.0,787.0
0.057993666,102.0,787.0
0.0584936104,106.0,784.0
0.0589935548,104.0,791.0
0.0594934993,104.0,792.0
0.0599934437,106.0,807.0
0.0604933882,104.0,820.0
0.0609933326,106.0,829.0
0.061493277,106.0,851.0
0.0619932215,107.0,855.0
0.0624931659,107.0,865.0
0.0629931103,107.0,865.0
0.0634930548,106.0,861.0
0.0639929992,109.0,868.0
0.0644929437,109.0,866.0
0.0649928881,107.0,865.0
0.0654928325,109.0,860.0
0.065992777,107.0,857.0
0.0664927214,109.0,855.0
0.0669926659,109.0,858.0
0.0674926103,111.0,867.0
0.0679925547,111.0,857.0
0.0684924992,111.0,849.0
0.0689924436,109.0,849.0
0.069492388,113.0,845.0
0.0699923325,111.0,858.0
0.0704922769,109.0,863.0
0.0709922214,113.0,875.0
0.0714921658,113.0,895.0
0.0719921102,111.0,901.0
0.0724920547,115.0,900.0
0.0729919991,113.0,897.0
0.0734919435,115.0,900.0
0.073991888,117.0,902.0
0.0744918324,115.0,887.0
0.0749917769,117.0,881.0
0.0754917213,117.0,878.0
0.0759916657,117.0,872.0
0.0764916102,117.0,862.0
0.0769915546,118.0,854.0
0.0774914991,117.0,849.0
0.0779914435,118.0,838.0
0.0784913879,117.0,839.0
0.0789913324,117.0,838.0
0.0794912768,118.0,833.0
0.0799912212,117.0,848.0
0.0804911657,118.0,862.0
0.0809911101,120.0,886.0
0.0814910546,120.0,912.0
0.081990999,122.0,917.0
0.0824909434,122.0,917.0
0.0829908879,120.0,913.0
0.0834908323,122.0,912.0
0.0839907768,124.0,906.0
0.0844907212,122.0,891.0
0.0849906656,124.0,881.0
0.0854906101,122.0,880.0
0.0859905545,124.0,875.0
0.0864904989,126.0,871.0
0.0869904434,126.0,856.0
0.0874903878,124.0,851.0
0.0879903323,126.0,848.0
0.0884902767,126.0,843.0
0.0889902211,126.0,838.0
0.0894901656,124.0,836.0
0.08999011,126.0,846.0
0.0904900545,127.0,860.0
0.0909899989,127.0,865.0
0.0914899433,127.0,886.0
0.0919898878,131.0,907.0
0.0924898322,129.0,908.0
0.0929897766,129.0,906.0
0.0934897211,133.0,889.0
