time,temperature value,current value
0.001,95.0,0.0
0.0014999444,95.0,0.0
0.0019998889,95.0,0.0
0.0024998333,95.0,3.0
0.0029997778,95.0,3.0
0.0034997222,95.0,6.0
0.0039996666,95.0,14.0
0.0044996111,95.0,25.0
0.0049995555,96.0,27.0
0.0054994999,96.0,37.0
0.0059994444,98.0,49.0
0.0064993888,98.0,51.0
0.0069993333,96.0,60.0
0.0074992777,98.0,76.0
0.0079992221,98.0,72.0
0.0084991666,98.0,76.0
0.008999111,98.0,83.0
0.0094990555,98.0,85.0
0.0099989999,96.0,92.0
0.0104989443,98.0,103.0
0.0109988888,98.0,113.0
0.0114988332,98.0,122.0
0.0119987776,98.0,133.0
0.0124987221,98.0,144.0
0.0129986665,100.0,152.0
0.013498611,100.0,153.0
0.0139985554,100.0,156.0
0.0144984998,102.0,174.0
0.0149984443,102.0,185.0
0.0154983887,102.0,185.0
0.0159983331,104.0,186.0
0.0164982776,102.0,185.0
0.016998222,100.0,186.0
0.0174981665,102.0,188.0
0.0179981109,102.0,187.0
0.0184980553,100.0,196.0
0.0189979998,102.0,204.0
0.0194979442,102.0,215.0
0.0199978887,102.0,228.0
0.0204978331,102.0,240.0
0.0209977775,102.0,253.0
0.021497722,106.0,265.0
0.0219976664,106.0,269.0
0.0224976108,102.0,271.0
0.0229975553,107.0,282.0
0.0234974997,107.0,281.0
0.0239974442,104.0,281.0
0.0244973886,107.0,282.0
0.024997333,106.0,279.0
0.0254972775,106.0,291.0
0.0259972219,106.0,291.0
0.0264971664,106.0,297.0
0.0269971108,106.0,305.0
0.0274970552,106.0,306.0
0.0279969997,106.0,308.0
0.0284969441,107.0,306.0
0.0289968885,107.0,316.0
0.029496833,106.0,329.0
0.0299967774,109.0,340.0
0.0304967219,109.0,353.0
0.0309966663,107.0,367.0
0.0314966107,111.0,382.0
0.0319965552,111.0,386.0
0.0324964996,107.0,389.0
0.032996444,111.0,389.0
0.0334963885,109.0,392.0
0.0339963329,109.0,390.0
0.0344962774,107.0,400.0
0.0349962218,109.0,401.0
0.0354961662,111.0,401.0
0.0359961107,111.0,410.0
0.0364960551,109.0,421.0
0.0369959996,111.0,436.0
0.037495944,111.0,447.0
0.0379958884,111.0,460.0
0.0384958329,115.0,463.0
0.0389957773,113.0,463.0
0.0394957217,111.0,463.0
0.0399956662,113.0,463.0
0.0404956106,113.0,465.0
0.0409955551,111.0,476.0
0.0414954995,115.0,493.0
0.0419954439,113.0,487.0
0.0424953884,113.0,489.0
0.0429953328,115.0,497.0
0.0434952773,113.0,498.0
0.0439952217,115.0,497.0
0.0444951661,115.0,509.0
0.0449951106,113.0,518.0
0.045495055,118.0,522.0
0.0459949994,118.0,522.0
0.0464949439,115.0,523.0
0.0469948883,118.0,532.0
0.0474948328,117.0,532.0
0.0479947772,115.0,534.0
0.0484947216,118.0,541.0
0.0489946661,117.0,534.0
0.0494946105,117.0,530.0
0.049994555,117.0,539.0
0.0504944994,115.0,542.0
0.0509944438,118.0,555.0
0.0514943883,118.0,573.0
0.0519943327,117.0,579.0
0.0524942771,120.0,591.0
0.0529942216,120.0,604.0
0.053494166,118.0,610.0
0.0539941105,122.0,606.0
0.0544940549,122.0,607.0
0.0549939993,118.0,601.0
0.0554939438,120.0,612.0
0.0559938882,120.0,614.0
0.0564938326,120.0,602.0
0.0569937771,122.0,610.0
0.0574937215,120.0,610.0
0.057993666,120.0,610.0
0.0584936104,122.0,617.0
0.0589935548,120.0,629.0
0.0594934993,124.0,639.0
0.0599934437,124.0,639.0
0.0604933882,124.0,642.0
0.0609933326,124.0,647.0
0.061493277,124.0,643.0
