time,temperature value,current value
0.001,82.0,0.0
0.0014999444,84.0,2.0
0.0019998889,84.0,2.0
0.0024998333,82.0,4.0
0.0029997778,84.0,7.0
0.0034997222,84.0,7.0
0.0039996666,84.0,12.0
0.0044996111,84.0,13.0
0.0049995555,84.0,21.0
0.0054994999,86.0,25.0
0.0059994444,84.0,35.0
0.0064993888,84.0,36.0
0.0069993333,84.0,35.0
0.0074992777,84.0,44.0
0.0079992221,84.0,54.0
0.0084991666,84.0,56.0
0.008999111,84.0,68.0
0.0094990555,84.0,69.0
0.0099989999,84.0,77.0
0.0104989443,84.0,91.0
0.0109988888,86.0,97.0
0.0114988332,86.0,107.0
0.0119987776,84.0,115.0
0.0124987221,86.0,125.0
0.0129986665,86.0,146.0
0.013498611,84.0,155.0
0.0139985554,86.0,170.0
0.0144984998,84.0,169.0
0.0149984443,82.0,171.0
0.0154983887,84.0,191.0
0.0159983331,84.0,211.0
0.0164982776,82.0,226.0
0.016998222,82.0,241.0
0.0174981665,82.0,265.0
0.0179981109,84.0,293.0
0.0184980553,84.0,318.0
0.0189979998,82.0,334.0
0.0194979442,86.0,352.0
0.0199978887,84.0,368.0
0.0204978331,82.0,383.0
0.0209977775,86.0,400.0
0.021497722,86.0,415.0
0.0219976664,84.0,433.0
0.0224976108,86.0,439.0
0.0229975553,86.0,441.0
0.0234974997,82.0,452.0
0.0239974442,86.0,463.0
0.0244973886,86.0,479.0
0.024997333,84.0,494.0
0.0254972775,86.0,508.0
0.0259972219,84.0,512.0
0.0264971664,86.0,516.0
0.0269971108,86.0,527.0
0.0274970552,84.0,540.0
0.0279969997,86.0,551.0
0.0284969441,86.0,565.0
0.0289968885,86.0,580.0
0.029496833,88.0,593.0
0.0299967774,86.0,608.0
0.0304967219,86.0,624.0
0.0309966663,88.0,642.0
0.0314966107,86.0,653.0
0.0319965552,84.0,655.0
0.0324964996,86.0,666.0
0.032996444,86.0,681.0
0.0334963885,86.0,682.0
0.0339963329,86.0,692.0
0.0344962774,84.0,701.0
0.0349962218,86.0,723.0
0.0354961662,86.0,749.0
0.0359961107,84.0,764.0
0.0364960551,88.0,777.0
0.0369959996,86.0,788.0
0.037495944,86.0,803.0
0.0379958884,86.0,813.0
0.0384958329,86.0,826.0
0.0389957773,84.0,835.0
0.0394957217,86.0,847.0
0.0399956662,86.0,851.0
0.0404956106,84.0,868.0
0.0409955551,88.0,895.0
0.0414954995,86.0,910.0
0.0419954439,86.0,925.0
0.0424953884,88.0,950.0
0.0429953328,86.0,952.0
0.0434952773,88.0,947.0
0.0439952217,90.0,958.0
0.0444951661,88.0,954.0
0.0449951106,88.0,951.0
0.045495055,90.0,945.0
0.0459949994,90.0,953.0
0.0464949439,90.0,951.0
0.0469948883,90.0,946.0
0.0474948328,88.0,953.0
0.0479947772,90.0,949.0
0.0484947216,90.0,944.0
0.0489946661,90.0,940.0
0.0494946105,91.0,947.0
0.049994555,88.0,960.0
0.0504944994,90.0,984.0
0.0509944438,91.0,1016.0
0.0514943883,90.0,1036.0
0.0519943327,90.0,1056.0
0.0524942771,91.0,1070.0
0.0529942216,91.0,1070.0
0.053494166,91.0,1063.0
0.0539941105,90.0,1066.0
0.0544940549,90.0,1074.0
0.0549939993,91.0,1070.0
0.0554939438,90.0,1073.0
0.0559938882,90.0,1079.0
