time,temperature value,current value
0.001,91.0,0.0
0.0014999444,89.0,0.0
0.0019998889,89.0,3.0
0.0024998333,89.0,8.0
0.0029997778,89.0,8.0
0.0034997222,89.0,14.0
0.0039996666,89.0,27.0
0.0044996111,89.0,49.0
0.0049995555,89.0,57.0
0.0054994999,89.0,64.0
0.0059994444,91.0,83.0
0.0064993888,91.0,93.0
0.0069993333,91.0,105.0
0.0074992777,91.0,124.0
0.0079992221,93.0,139.0
0.0084991666,91.0,141.0
0.008999111,91.0,152.0
0.0094990555,93.0,163.0
0.0099989999,93.0,168.0
0.0104989443,91.0,168.0
0.0109988888,91.0,177.0
0.0114988332,91.0,189.0
0.0119987776,91.0,200.0
0.0124987221,91.0,222.0
0.0129986665,91.0,232.0
0.013498611,91.0,250.0
0.0139985554,91.0,265.0
0.0144984998,89.0,276.0
0.0149984443,93.0,288.0
0.0154983887,93.0,302.0
0.0159983331,91.0,316.0
0.0164982776,93.0,327.0
0.016998222,93.0,340.0
0.0174981665,89.0,353.0
0.0179981109,93.0,366.0
0.0184980553,91.0,380.0
0.0189979998,91.0,404.0
0.0194979442,91.0,417.0
0.0199978887,91.0,433.0
0.0204978331,91.0,445.0
0.0209977775,91.0,459.0
0.021497722,89.0,472.0
0.0219976664,93.0,486.0
0.0224976108,93.0,501.0
0.0229975553,89.0,513.0
0.0234974997,95.0,527.0
0.0239974442,93.0,542.0
0.0244973886,91.0,557.0
0.024997333,95.0,565.0
0.0254972775,93.0,567.0
0.0259972219,91.0,565.0
0.0264971664,93.0,578.0
0.0269971108,93.0,588.0
0.0274970552,91.0,598.0
0.0279969997,93.0,612.0
0.0284969441,91.0,625.0
0.0289968885,93.0,639.0
0.029496833,93.0,651.0
0.0299967774,91.0,666.0
0.0304967219,95.0,678.0
0.0309966663,95.0,690.0
0.0314966107,93.0,701.0
0.0319965552,95.0,713.0
0.0324964996,95.0,714.0
0.032996444,93.0,714.0
0.0334963885,95.0,716.0
0.0339963329,95.0,731.0
0.0344962774,93.0,742.0
0.0349962218,95.0,747.0
0.0354961662,93.0,762.0
0.0359961107,93.0,773.0
0.0364960551,93.0,785.0
0.0369959996,93.0,796.0
0.037495944,95.0,817.0
0.0379958884,95.0,831.0
0.0384958329,93.0,829.0
0.0389957773,95.0,840.0
0.0394957217,95.0,860.0
0.0399956662,93.0,862.0
0.0404956106,95.0,871.0
0.0409955551,95.0,883.0
0.0414954995,93.0,878.0
0.0419954439,97.0,888.0
0.0424953884,95.0,886.0
0.0429953328,95.0,896.0
0.0434952773,97.0,912.0
0.0439952217,95.0,926.0
0.0444951661,97.0,940.0
0.0449951106,97.0,960.0
0.045495055,97.0,979.0
0.0459949994,97.0,979.0
0.0464949439,97.0,976.0
0.0469948883,97.0,970.0
0.0474948328,98.0,977.0
0.0479947772,97.0,985.0
0.0484947216,97.0,993.0
0.0489946661,98.0,1000.0
0.0494946105,97.0,991.0
0.049994555,97.0,983.0
0.0504944994,98.0,990.0
0.0509944438,97.0,993.0
0.0514943883,98.0,1004.0
0.0519943327,98.0,1000.0
0.0524942771,98.0,1002.0
0.0529942216,100.0,1014.0
0.053494166,98.0,1028.0
0.0539941105,98.0,1060.0
0.0544940549,98.0,1092.0
0.0549939993,98.0,1114.0
0.0554939438,98.0,1110.0
0.0559938882,102.0,1112.0
0.0564938326,100.0,1120.0
0.0569937771,100.0,1126.0
0.0574937215,102.0,1124.0
0.057993666,98.0,1105.0
0.0584936104,100.0,1103.0
0.0589935548,102.0,1110.0
0.0594934993,100.0,1112.0
0.0599934437,102.0,1110.0
0.0604933882,102.0,1093.0
0.0609933326,100.0,1091.0
0.061493277,102.0,1095.0
0.0619932215,102.0,1098.0
0.0624931659,102.0,1098.0
0.0629931103,104.0,1082.0
0.0634930548,102.0,1096.0
0.0639929992,104.0,1131.0
0.0644929437,106.0,1158.0
0.0649928881,104.0,1179.0
0.0654928325,104.0,1189.0
0.065992777,106.0,1186.0
0.0664927214,106.0,1179.0
0.0669926659,106.0,1169.0
0.0674926103,106.0,1161.0
0.0679925547,106.0,1152.0
0.0684924992,108.0,1144.0
0.0689924436,106.0,1135.0
0.069492388,108.0,1136.0
0.0699923325,109.0,1132.0
0.0704922769,108.0,1114.0
0.0709922214,108.0,1111.0
0.0714921658,111.0,1109.0
0.0719921102,109.0,1097.0
0.0724920547,109.0,1099.0
0.0729919991,111.0,1088.0
0.0734919435,109.0,1091.0
0.073991888,109.0,1126.0
0.0744918324,111.0,1147.0
0.0749917769,111.0,1165.0
0.0754917213,111.0,1188.0
0.0759916657,111.0,1193.0
0.0764916102,113.0,1192.0
0.0769915546,115.0,1170.0
0.0774914991,113.0,1161.0
0.0779914435,113.0,1150.0
0.0784913879,117.0,1150.0
0.0789913324,113.0,1147.0
0.0794912768,115.0,1126.0
0.0799912212,117.0,1118.0
0.0804911657,117.0,1109.0
0.0809911101,117.0,1091.0
0.0814910546,117.0,1072.0
0.081990999,117.0,1060.0
0.0824909434,119.0,1061.0
0.0829908879,119.0,1060.0
0.0834908323,119.0,1055.0
0.0839907768,122.0,1073.0
0.0844907212,119.0,1100.0
0.0849906656,120.0,1116.0
0.0854906101,124.0,1124.0
0.0859905545,122.0,1128.0
0.0864904989,122.0,1116.0
0.0869904434,126.0,1110.0
0.0874903878,124.0,1083.0
0.0879903323,126.0,1067.0
0.0884902767,126.0,1065.0
0.0889902211,126.0,1036.0
0.0894901656,126.0,1024.0
0.08999011,126.0,1020.0
0.0904900545,126.0,1010.0
0.0909899989,129.0,1006.0
0.0914899433,128.0,991.0
0.0919898878,128.0,979.0
0.0924898322,129.0,973.0
0.0929897766,126.0,960.0
0.0934897211,126.0,958.0
0.0939896655,129.0,984.0
0.09448961,126.0,1015.0
0.0949895544,124.0,1051.0
0.0954894988,129.0,1065.0
0.0959894433,128.0,1073.0
0.0964893877,126.0,1083.0
0.0969893321,133.0,1077.0
0.0974892766,131.0,1079.0
0.097989221,133.0,1085.0
0.0984891655,135.0,1067.0
0.0989891099,136.0,1048.0
0.0994890543,138.0,1028.0
0.0999889988,136.0,1010.0
0.1004889432,138.0,997.0
0.1009888877,140.0,968.0
0.1014888321,140.0,949.0
0.1019887765,140.0,921.0
0.102488721,142.0,891.0
0.1029886654,142.0,882.0
0.1034886098,145.0,875.0
0.1039885543,144.0,868.0
0.1044884987,144.0,872.0
0.1049884432,147.0,879.0
0.1054883876,145.0,878.0
0.105988332,149.0,882.0
0.1064882765,149.0,865.0
0.1069882209,149.0,849.0
0.1074881654,151.0,835.0
0.1079881098,151.0,808.0
0.1084880542,151.0,790.0
0.1089879987,152.0,776.0
0.1094879431,152.0,759.0
0.1099878875,152.0,756.0
0.110487832,154.0,743.0
0.1109877764,154.0,719.0
0.1114877209,154.0,710.0
0.1119876653,156.0,708.0
0.1124876097,156.0,702.0
0.1129875542,151.0,703.0
0.1134874986,156.0,690.0
0.113987443,152.0,702.0
0.1144873875,149.0,722.0
0.1149873319,156.0,737.0
0.1154872764,156.0,755.0
0.1159872208,151.0,757.0
0.1164871652,159.0,759.0
0.1169871097,159.0,767.0
0.1174870541,159.0,765.0
0.1179869986,163.0,761.0
0.118486943,163.0,748.0
0.1189868874,165.0,732.0
0.1194868319,165.0,710.0
0.1199867763,166.0,684.0
0.1204867207,170.0,667.0
0.1209866652,166.0,643.0
0.1214866096,170.0,619.0
0.1219865541,171.0,594.0
0.1224864985,170.0,579.0
0.1229864429,171.0,564.0
0.1234863874,171.0,541.0
0.1239863318,173.0,530.0
0.1244862763,173.0,524.0
0.1249862207,173.0,510.0
0.1254861651,177.0,512.0
0.1259861096,177.0,516.0
0.126486054,177.0,495.0
0.1269859984,180.0,481.0
0.1274859429,180.0,465.0
0.1279858873,177.0,444.0
0.1284858318,180.0,441.0
0.1289857762,180.0,439.0
0.1294857206,180.0,419.0
0.1299856651,182.0,407.0
0.1304856095,180.0,393.0
0.130985554,183.0,380.0
0.1314854984,185.0,390.0
0.1319854428,183.0,387.0
0.1324853873,187.0,376.0
0.1329853317,187.0,375.0
0.1334852761,185.0,367.0
0.1339852206,187.0,353.0
0.134485165,189.0,353.0
0.1349851095,187.0,345.0
0.1354850539,189.0,336.0
0.1359849983,189.0,327.0
0.1364849428,190.0,315.0
0.1369848872,190.0,314.0
0.1374848316,190.0,302.0
0.1379847761,194.0,291.0
0.1384847205,194.0,289.0
0.138984665,194.0,288.0
0.1394846094,195.0,275.0
0.1399845538,197.0,264.0
0.1404844983,194.0,249.0
0.1409844427,197.0,243.0
0.1414843872,197.0,241.0
0.1419843316,195.0,233.0
0.142484276,197.0,217.0
0.1429842205,199.0,215.0
0.1434841649,200.0,212.0
0.1439841093,200.0,206.0
0.1444840538,200.0,197.0
0.1449839982,204.0,198.0
0.1454839427,204.0,187.0
0.1459838871,202.0,178.0
0.1464838315,206.0,177.0
0.146983776,206.0,164.0
0.1474837204,204.0,154.0
0.1479836649,204.0,144.0
0.1484836093,206.0,124.0
0.1489835537,206.0,124.0
0.1494834982,207.0,122.0
0.1499834426,207.0,114.0
0.150483387,209.0,113.0
0.1509833315,209.0,112.0
0.1514832759,209.0,100.0
0.1519832204,211.0,104.0
0.1524831648,211.0,100.0
0.1529831092,212.0,90.0
0.1534830537,212.0,92.0
0.1539829981,212.0,81.0
0.1544829425,212.0,74.0
0.154982887,214.0,73.0
0.1554828314,214.0,62.0
0.1559827759,214.0,56.0
0.1564827203,214.0,55.0
0.1569826647,216.0,54.0
0.1574826092,217.0,43.0
0.1579825536,217.0,50.0
0.1584824981,217.0,42.0
0.1589824425,219.0,41.0
0.1594823869,219.0,41.0
0.1599823314,219.0,28.0
0.1604822758,219.0,26.0
0.1609822202,219.0,27.0
0.1614821647,219.0,28.0
0.1619821091,219.0,16.0
0.1624820536,221.0,26.0
0.162981998,221.0,29.0
0.1634819424,222.0,18.0
0.1639818869,222.0,25.0
0.1644818313,224.0,18.0
0.1649817758,224.0,16.0
0.1654817202,224.0,13.0
0.1659816646,224.0,20.0
0.1664816091,224.0,10.0
0.1669815535,226.0,14.0
0.1674814979,226.0,8.0
0.1679814424,226.0,8.0
0.1684813868,227.0,7.0
0.1689813313,227.0,5.0
0.1694812757,227.0,4.0
0.1699812201,229.0,8.0
0.1704811646,229.0,7.0
0.170981109,229.0,3.0
0.1714810535,229.0,4.0
0.1719809979,231.0,5.0
0.1724809423,231.0,1.0
0.1729808868,232.0,3.0
0.1734808312,232.0,4.0
0.1739807756,232.0,2.0
0.1744807201,232.0,1.0
0.1749806645,232.0,2.0
0.175480609,232.0,1.0
0.1759805534,234.0,1.0
0.1764804978,234.0,0.0
0.1769804423,234.0,1.0
0.1774803867,234.0,2.0
0.1779803311,236.0,1.0
0.1784802756,236.0,1.0
0.17898022,236.0,2.0
0.1794801645,236.0,0.0
0.1799801089,236.0,0.0
0.1804800533,237.0,0.0
0.1809799978,237.0,0.0
0.1814799422,237.0,0.0
0.1819798867,239.0,1.0
0.1824798311,239.0,0.0
0.1829797755,239.0,1.0
0.18347972,239.0,0.0
0.1839796644,239.0,0.0
0.1844796088,240.0,0.0
0.1849795533,240.0,0.0
0.1854794977,240.0,0.0
0.1859794422,240.0,1.0
0.1864793866,242.0,1.0
0.186979331,242.0,0.0
0.1874792755,242.0,0.0
0.1879792199,242.0,0.0
0.1884791644,244.0,0.0
0.1889791088,244.0,0.0
0.1894790532,244.0,0.0
0.1899789977,244.0,0.0
0.1904789421,244.0,2.0
0.1909788865,244.0,0.0
0.191478831,245.0,3.0
0.1919787754,245.0,0.0
0.1924787199,245.0,2.0
0.1929786643,247.0,1.0
0.1934786087,247.0,0.0
0.1939785532,247.0,1.0
0.1944784976,247.0,1.0
0.194978442,247.0,1.0
0.1954783865,249.0,2.0
0.1959783309,249.0,0.0
0.1964782754,249.0,0.0
0.1969782198,249.0,0.0
0.1974781642,249.0,0.0
0.1979781087,249.0,0.0
0.1984780531,249.0,2.0
0.1989779976,249.0,0.0
0.199477942,250.0,0.0
0.1999778864,250.0,0.0
0.2004778309,250.0,0.0
0.2009777753,250.0,0.0
0.2014777197,252.0,0.0
0.2019776642,252.0,0.0
0.2024776086,252.0,0.0
0.2029775531,252.0,0.0
0.2034774975,252.0,0.0
0.2039774419,252.0,0.0
0.2044773864,254.0,0.0
0.2049773308,254.0,0.0
