time,temperature value,current value
0.001,122.0,0.0
0.0014999444,120.0,0.0
0.0019998889,120.0,1.0
0.0024998333,120.0,1.0
0.0029997778,120.0,3.0
0.0034997222,120.0,11.0
0.0039996666,120.0,16.0
0.0044996111,120.0,17.0
0.0049995555,120.0,27.0
0.0054994999,120.0,26.0
0.0059994444,120.0,37.0
0.0064993888,122.0,47.0
0.0069993333,122.0,50.0
0.0074992777,122.0,59.0
0.0079992221,124.0,64.0
0.0084991666,124.0,62.0
0.008999111,122.0,61.0
0.0094990555,124.0,71.0
0.0099989999,124.0,77.0
0.0104989443,122.0,78.0
0.0109988888,124.0,87.0
0.0114988332,124.0,89.0
0.0119987776,122.0,91.0
0.0124987221,124.0,98.0
0.0129986665,124.0,106.0
0.013498611,124.0,115.0
0.0139985554,124.0,126.0
0.0144984998,126.0,137.0
0.0149984443,126.0,147.0
0.0154983887,128.0,149.0
0.0159983331,126.0,148.0
0.0164982776,128.0,155.0
0.016998222,128.0,157.0
0.0174981665,128.0,157.0
0.0179981109,128.0,157.0
0.0184980553,128.0,159.0
0.0189979998,126.0,149.0
0.0194979442,128.0,152.0
0.0199978887,126.0,159.0
0.0204978331,126.0,170.0
0.0209977775,126.0,180.0
0.021497722,126.0,192.0
0.0219976664,129.0,196.0
0.0224976108,129.0,211.0
0.0229975553,128.0,221.0
0.0234974997,131.0,234.0
0.0239974442,131.0,244.0
0.0244973886,129.0,235.0
0.024997333,131.0,238.0
0.0254972775,131.0,248.0
0.0259972219,129.0,249.0
0.0264971664,131.0,250.0
0.0269971108,131.0,258.0
0.0274970552,129.0,259.0
0.0279969997,129.0,261.0
0.0284969441,129.0,269.0
0.0289968885,131.0,270.0
0.029496833,131.0,281.0
0.0299967774,129.0,291.0
0.0304967219,131.0,307.0
0.0309966663,133.0,314.0
0.0314966107,131.0,331.0
0.0319965552,135.0,343.0
0.0324964996,135.0,345.0
0.032996444,133.0,348.0
0.0334963885,136.0,347.0
0.0339963329,135.0,351.0
0.0344962774,133.0,352.0
0.0349962218,135.0,344.0
0.0354961662,135.0,345.0
0.0359961107,133.0,343.0
0.0364960551,135.0,343.0
0.0369959996,133.0,352.0
0.037495944,135.0,352.0
0.0379958884,135.0,361.0
0.0384958329,135.0,374.0
0.0389957773,136.0,387.0
0.0394957217,136.0,401.0
0.0399956662,135.0,405.0
0.0404956106,140.0,414.0
0.0409955551,138.0,416.0
0.0414954995,136.0,418.0
0.0419954439,140.0,429.0
0.0424953884,138.0,419.0
0.0429953328,136.0,419.0
0.0434952773,138.0,419.0
0.0439952217,138.0,419.0
0.0444951661,136.0,432.0
0.0449951106,138.0,435.0
0.045495055,136.0,446.0
0.0459949994,140.0,459.0
0.0464949439,140.0,471.0
0.0469948883,138.0,475.0
0.0474948328,142.0,473.0
0.0479947772,140.0,486.0
0.0484947216,140.0,484.0
0.0489946661,142.0,495.0
0.0494946105,142.0,495.0
0.049994555,140.0,487.0
0.0504944994,142.0,484.0
0.0509944438,140.0,483.0
0.0514943883,140.0,483.0
0.0519943327,140.0,492.0
0.0524942771,140.0,502.0
0.0529942216,142.0,512.0
0.053494166,142.0,526.0
0.0539941105,140.0,521.0
0.0544940549,145.0,534.0
